,feature name,feature value,min,1q,median,3q,max,mean,sd,n (nearest 5),kfold
320,Treatment_time_270_both,Early IVT & early MT (NIHSS 0-10),-34.745122734364124,-9.272525218259542,-6.242243525255471,-1.8286195377074181,17.995252650324254,-6.531579068721729,8.227012846369279,60,0
321,Treatment_time_270_both,Early IVT & late MT (NIHSS 0-10),-64.63449097059667,-4.984866822063923,-1.4712717486172915,5.470851137265563,88.92078301094472,0.4291625421448153,15.209871904288452,95,0
322,Treatment_time_270_both,Early IVT only (NIHSS 0-10),-29.2841179250367,-2.433866337072104,-1.3597838104888798,-0.5037269885465503,23.503668245282025,-1.638584189045951,2.9628752310320485,4000,0
323,Treatment_time_270_both,Early MT only (NIHSS 0-10),-27.598770826440305,-17.513634943673388,-5.79559999525547,7.139961355947889,36.45812959767878,-2.7314152999230754,18.084620001462635,20,0
324,Treatment_time_270_both,Late IVT & late MT (NIHSS 0-10),10.169601314738394,10.894128797911108,11.618656281083823,13.412010996304453,15.205365711525083,12.331207769115766,2.116684196616413,<10,0
325,Treatment_time_270_both,Late IVT only (NIHSS 0-10),-26.821608127877116,-2.036593195651658,1.7736114053195342,5.9528250147029755,51.49102951843292,2.0505147585619796,8.66529907591809,210,0
326,Treatment_time_270_both,Late MT only (NIHSS 0-10),6.547543790563941,21.741211314946412,31.183630109131336,43.83738156726584,109.55195535726845,37.22519193033937,22.293230718920416,70,0
327,Treatment_time_270_both,No treatment (NIHSS 0-10),-13.69618882138282,2.468222792595625,3.5612197430059314,4.419530669748783,16.558325938656925,3.3605741279435457,2.2010566277762047,14945,0
328,Treatment_time_270_both,Early IVT & early MT (NIHSS 11-42),-86.67318189449608,-29.954586248397828,-18.40024044339545,-10.897381683294661,40.152986616641286,-20.18797785315167,14.34311654701472,325,0
329,Treatment_time_270_both,Early IVT & late MT (NIHSS 11-42),-53.19527446895838,-6.375810455158353,-2.1918061751499773,4.143022509925068,85.1997326605767,-1.1652942792319083,13.634552396585962,305,0
330,Treatment_time_270_both,Early IVT only (NIHSS 11-42),-41.35638905736618,-1.6156604757532478,0.6633597902581095,3.0767917606979607,30.152273836834357,0.9930483283908409,4.9044325149675965,2915,0
331,Treatment_time_270_both,Early MT only (NIHSS 11-42),-90.63750238245353,-17.166527555738575,-5.6428328630048785,5.945625628717243,45.500425325483086,-7.024950942859406,24.828734914485214,140,0
332,Treatment_time_270_both,Late IVT & late MT (NIHSS 11-42),-25.951854876726866,-8.581958457492291,7.2976950225979085,19.259661213587968,53.86896581664681,7.560627167238854,21.409630159545173,15,0
333,Treatment_time_270_both,Late IVT only (NIHSS 11-42),-25.29172222711146,-1.8013342362642288,9.251730277240277,20.549323284290733,68.49300264213234,12.580991357767765,19.175355865880732,110,0
334,Treatment_time_270_both,Late MT only (NIHSS 11-42),-63.85949258804321,5.950571028739214,20.403397376798093,32.11711690589786,84.73430121861398,19.447290513628086,21.14055395550963,215,0
335,Treatment_time_270_both,No treatment (NIHSS 11-42),-25.535224329754712,7.022485771365464,8.869226544722913,11.52874302350916,35.13557537727058,9.463357302338762,3.7934992045667544,3845,0
336,Treatment_time_270_both,Early IVT & early MT (NIHSS 0-10),-38.73738520365208,-5.100823173578828,2.966867817807943,12.917587116882205,85.55177768446505,6.567998026529126,19.434440485912795,75,1
337,Treatment_time_270_both,Early IVT & late MT (NIHSS 0-10),-4.353660557046533,10.753210534602404,14.684983137100936,21.755958771184087,62.16126150093973,17.942728003217542,12.802408167982104,75,1
338,Treatment_time_270_both,Early IVT only (NIHSS 0-10),-30.430851495414974,-4.276153618749231,-3.3688108039461078,-2.476082302685827,20.49411734625697,-3.373323551547465,2.1961025825897145,4090,1
339,Treatment_time_270_both,Early MT only (NIHSS 0-10),-22.941015041172506,-1.2609741785423831,3.9053376177698373,15.895813711769879,41.74765697694384,7.64438312948317,15.850639483788493,25,1
340,Treatment_time_270_both,Late IVT & late MT (NIHSS 0-10),-2.1577447605133058,-1.8910258191823959,0.939441629499197,8.891648620665073,17.01676234781742,4.559816403657197,7.399815936842464,<10,1
341,Treatment_time_270_both,Late IVT only (NIHSS 0-10),-23.231097053848206,-3.817004881352186,0.7032296497188508,3.6127626439277085,47.870701263090595,0.5567622357200167,8.793064014210769,160,1
342,Treatment_time_270_both,Late MT only (NIHSS 0-10),6.045144187808037,27.638913209009914,34.90251626878977,46.88441900899633,128.03074718467892,39.03251893747026,20.30948135974138,80,1
343,Treatment_time_270_both,No treatment (NIHSS 0-10),-13.477435362637044,3.407219843864441,3.885369881950319,4.256532652601599,13.48174748942256,3.77249408670226,1.5969993492103738,14960,1
344,Treatment_time_270_both,Early IVT & early MT (NIHSS 11-42),-72.25839862644672,-18.44350091258064,-11.413970727026463,-3.8064715502085162,30.078305713459848,-12.888042062912533,15.17645039908529,280,1
